Metabolite;metabolite name;metabolite (paper);(metabolite name);adduct;PUBCHEM ID;HMDB ID;Average Molecular Weight;Monisotopic Molecular Weight;KEGG;Pathway;sub-pathway;M/Z;Specimen;function;participantsn(cancer type);stage;number;gender (M TEXT, F);age mean(range) (M / F);smoking status;participantsn(control);number.1;gender (M / F);age mean(range) (M / F).;smoking status.1;Chromatography;Ion source;Positive/Negative mode;Mass analyzer;Identification level;Data processing software;Database search;statistical software;statistical difference method;mean concentration (case);mean  concentration (control);fold change n(case/ control);RAW p-value;FDR;VIP;Classification method;Cutoff value;AUROC (95%CI);Sensitivity (%);Specificity (%);Accuracy (%);Survival analysis method;time cut-offs (<=/>);HR (95%CI);p-value;FDR.1;Country;author-emphasized biomarkers;other information;Pubmed ID;Authors;id;;
isoleucine;isoleucine;isoleucine;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;17198 ± 5653;16053 ± 5131;1,07;0,284;0,576;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1198;;
threonine;threonine;threonine;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;52;17, 35;65.9 ± 9.66;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;17242 ± 5001;18424 ± 4934;0,94;0,426;0,768;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1199;;
threose;threose;threose;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;173 ± 43;193 ± 50;0,897;0,08;0,324;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1200;;
fructose;fructose;fructose;–;–;–;–;–;–;–;Carbohydrate;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;49;17, 32;65.9 ± 9.87;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1739 ± 1324;4248 ± 7319;0,41;0,017;0,194;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1201;;
fructose;fructose;fructose;–;–;–;–;–;–;–;Carbohydrate;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;17395 ± 12146;26115 ± 10770;0,67;0,003;0,035;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1202;;
2-deoxytetronic acid;2-deoxytetronic acid;2-deoxytetronic acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;52;17, 35;65.9 ± 9.66;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;174 ± 80;141 ± 50;1,23;0,121;0,516;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1203;;
PC(16:1/20:5);PC(16:1/20:5);PC(16:1/20:5);–;–;–;–;–;–;–;–;–;822,5234;serum;diagnosis;NSCLC ;I, II;90;40, 50; 58.1 ± 9.0;–;healthy;90;42, 48;53.0 ± 11.8;–;LC;ESI;both;Q-TOF;–;Analyst TF, XCMS ;–;SIMCA-P, MetaboAnalystR, SPSS ; Student’s t-test;174.17 ng/mL;119.98 ng/mL;1,4516586098;0,0275;0,0411;–;ROC curve;–;–;–;–;–;–;–;–;–;–;China;–;–;29740076;Chen et al. 2018;1204;;
levanbiose;levanbiose;levanbiose;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;49;17, 32;65.9 ± 9.87;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;175 ± 101;185 ± 81;0,95;0,309;0,639;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1205;;
behenic acid;behenic acid;behenic acid;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;175 ± 70;178 ± 75;0,984;0,961;0,99;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1206;;
tryptophan;tryptophan;tryptophan;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;52;17, 35;65.9 ± 9.66;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;17526 ± 10639;24922 ± 9245;0,7;0,001;0,047;–;random forest;–;maltose+maltotriose+cystine+3-Phosphoglycerate+citrulline+pyrophosphate+tryptophan+adenosine-5-Phosphate=0.883 (0.812, 0.955);–;–;"50.6
maltose+maltotriose+cystine+3-Phosphoglycerate+citrulline+pyrophosphate+tryptophan=77.1";–;–;–;–;–;US;Y;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1207;;
taurine;taurine;taurine;–;–;–;HMDB0000251;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;52;17, 35;65.9 ± 9.66;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1764 ± 1082;1551 ± 1381;1,14;0,256;0,631;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1208;;
PC(23:0/20:4);PC(23:0/20:4);PC(23:0/20:4);–;–;–;–;–;–;–;–;–;924,6615;serum;diagnosis;NSCLC ;I, II;90;40, 50; 58.1 ± 9.0;–;healthy;90;42, 48;53.0 ± 11.8;–;LC;ESI;both;Q-TOF;–;Analyst TF, XCMS ;–;SIMCA-P, MetaboAnalystR, SPSS ; Student’s t-test;177.55 ng/mL;156.4 ng/mL;1,135230179;0,17;0,15;–;ROC curve;–;–;–;–;–;–;–;–;–;–;China;–;–;29740076;Chen et al. 2018;1209;;
alpha ketoglutaric acid;alpha ketoglutaric acid;alpha ketoglutaric acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;178 ± 76;140 ± 56;1,28;0,009;0,068;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1210;;
oxalic acid;oxalic acid;oxalic acid;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma, squamous cell carcinoma;I, II, III;31;17, 14;52-72;–;healthy;92;52, 40;52-73 ;–;GC;–;–;TOF;In-source fragmentation;Leco ChromaTOF-GC; Replib, Mainlib and Fiehn libraries;–;two-sample T test, U Mann-Whitney test, Benjamini-Hochberg approach;178.94 ± 87.797;193.22 ± 163.01;0,9260946072;0,94659;0,9534;–;ROC curve;–;–;–;–;–;–;–;–;–;–;Poland;–;–;28803255;Ro?-Mazurczyk et al. 2017;1211;;
benzylalcohol;benzylalcohol;benzylalcohol;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;49;17, 32;65.9 ± 9.87;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1787 ± 2001;1719 ± 1443;1,04;0,509;0,743;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1212;;
methylhexadecanoic acid;methylhexadecanoic acid;methylhexadecanoic acid;–;–;–;HMDB0031067;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1796 ± 363;1742 ± 386;1,031;0,285;0,591;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1213;;
glycerol;glycerol;glycerol;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;49;17, 32;65.9 ± 9.87;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;17976 ± 10885;13860 ± 5895;1,3;0,054;0,31;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1214;;
PC(22:6/20:5);PC(22:6/20:5);PC(22:6/20:5);–;–;–;–;–;–;–;–;–;896,5381;serum;diagnosis;NSCLC ;I, II;90;40, 50; 58.1 ± 9.0;–;healthy;90;42, 48;53.0 ± 11.8;–;LC;ESI;both;Q-TOF;–;Analyst TF, XCMS ;–;SIMCA-P, MetaboAnalystR, SPSS ; Student’s t-test;18.13 ng/mL;19.55 ng/mL;0,9273657289;0,67;0,4;–;ROC curve;–;–;–;–;–;–;–;–;–;–;China;–;–;29740076;Chen et al. 2018;1215;;
5-methoxytryptamine;5-methoxytryptamine;5-methoxytryptamine;–;–;–;–;–;–;–;Amino Acid;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;181 ± 161;136 ± 243;1,33;0,017;0,102;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1216;;
fumaric acid;fumaric acid;fumaric acid;–;–;–;HMDB0000134;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;181 ± 62;156 ± 53;1,17;0,068;0,233;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1217;;
shikimic acid;shikimic acid;shikimic acid;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;49;17, 32;65.9 ± 9.87;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1810 ± 1357;1562 ± 949;1,16;0,46;0,733;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1218;;
linoleic acid;linoleic acid;linoleic acid;–;–;–;HMDB0000673;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1813 ± 769;2011 ± 906;0,902;0,5;0,788;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1219;;
2-hydroxyvaleric acid;2-hydroxyvaleric acid;2-hydroxyvaleric acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;52;17, 35;65.9 ± 9.66;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1816 ± 4592;1707 ± 5024;1,06;0,557;0,833;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1220;;
deoxythreittol;deoxythreittol;deoxythreittol;NIST;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;52;17, 35;65.9 ± 9.66;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1822 ± 4291;1185 ± 445;1,54;0,893;0,97;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1221;;
arachidic acid;arachidic acid;arachidic acid;–;–;–;HMDB0002212;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;52;17, 35;65.9 ± 9.66;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1827 ± 600;2176 ± 1065;0,84;0,252;0,627;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1222;;
maltose;maltose;maltose;–;–;–;–;–;–;–;Carbohydrate;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;183 ± 200;132 ± 169;1,38;0,078;0,258;–;random forest;–;"0.617 (0.496, 0.738)
maltose+maltotriose+cystine+3-Phosphoglycerate+citrulline=0.699 (0.583, 0.815)
maltose+maltotriose+cystine+3-Phosphoglycerate+citrulline+pyrophosphate+tryptophan+adenosine-5-Phosphate=0.670 (0.552, 0.789)";55,8;69,8;62,8;–;–;–;–;–;US;Y;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1223;;
glutaric acid;glutaric acid;glutaric acid;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;184 ± 102;206 ± 195;0,89;0,404;0,713;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1224;;
inosine;inosine;inosine;–;–;–;HMDB0000195;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;49;17, 32;65.9 ± 9.87;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;184 ± 229;317 ± 497;0,58;0,08;0,386;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1225;;
PC(18:0/24:4);PC(18:0/24:4);PC(18:0/24:4);–;–;–;–;–;–;–;–;–;910,6452;serum;diagnosis;NSCLC ;I, II;90;40, 50; 58.1 ± 9.0;–;healthy;90;42, 48;53.0 ± 11.8;–;LC;ESI;both;Q-TOF;–;Analyst TF, XCMS ;–;SIMCA-P, MetaboAnalystR, SPSS ; Student’s t-test;184.49 ng/mL;174.66 ng/mL;1,0562807741;0,61;0,38;–;ROC curve;–;–;–;–;–;–;–;–;–;–;China;–;–;29740076;Chen et al. 2018;1226;;
urea;urea;urea;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;184523 ± 42921;179532 ± 40525;1,03;0,606;0,813;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1227;;
2-deoxytetronic acid;2-deoxytetronic acid;2-deoxytetronic acid;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;49;17, 32;65.9 ± 9.87;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;185 ± 89;175 ± 67;1,06;0,987;0,991;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1228;;
PC(24:0/18:1);PC(24:0/18:1);PC(24:0/18:1);–;–;–;–;–;–;–;–;–;916,7178;serum;diagnosis;NSCLC ;I, II;90;40, 50; 58.1 ± 9.0;–;healthy;90;42, 48;53.0 ± 11.8;–;LC;ESI;both;Q-TOF;–;Analyst TF, XCMS ;–;SIMCA-P, MetaboAnalystR, SPSS ; Student’s t-test;185.51 ng/mL;157.4 ng/mL;1,1785895807;0,18;0,15;–;ROC curve;–;–;–;–;–;–;–;–;–;–;China;–;–;29740076;Chen et al. 2018;1229;;
arachidic acid;arachidic acid;arachidic acid;–;–;–;HMDB0002212;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1850 ± 651;1897 ± 801;0,98;0,997;0,997;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1230;;
p-cresol;p-cresol;p-cresol;–;–;–;–;–;–;–;–;–;–;serum;diagnosis;adenocarcinoma;I, II, III, IV;49;17, 32;65.9 ± 9.87;–;healthy;31;11, 20;64.1 ± 8.97;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1857 ± 2263;1945 ± 1700;0,96;0,161;0,502;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1231;;
ornithine;ornithine;ornithine;–;–;–;HMDB0000214;–;–;–;–;–;133,0972;plasma;diagnosis;SCLC;–;20;–;–;–;healthy;20;–;–;–;LC;ESI;both;QTRAP;MS/MS;Analyst, MultiQuant;–;SIMCA-P;OPLS-DA, student’s t-test;18747.50±5011.63 ng/mL;12719.00±3260.69 ng/mL;3,3869812495;0,019;–;1,05;–;–;–;–;–;–;–;–;–;–;–;China;–;–;30473010;Yue et al. 2018;1232;;
4-hydroxyproline;4-hydroxyproline;4-hydroxyproline;–;–;–;HMDB0000725;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;43;21, 22;67.3 ± 10.10;–;healthy;43;21, 22;65.9 ± 8.05;–;GC;EI;–;TOF;–;–;UC Davis Metabolomics BinBase database;–;regress (by the covariates: age, gender and smoking history [packs per year]), permutation test;1899 ± 686;1952 ± 540;0,97;0,464;0,697;–;random forest;–;–;–;–;–;–;–;–;–;–;US;–;Pearson's correlation coefficients between metabolites;26282632;Fahrmann et al. 2015;1233;;
